@RELATION SentimentTrain

@ATTRIBUTE Text string
@ATTRIBUTE sentiments real

@DATA
'bought',1
'#label#',5.0
'of_catholics.one',1
'must',1
'publishing',1
'written_by',2
'pope\'s',1
'he',1
'written_concise',1
'by',5
'person',1
'compendium_begins',1
'those_who',1
'of_overseeing',1
'be',1
'to_learn',1
'joseph_cardinal',1
'catholic_publishing',1
'catechism_of',1
'at',1
'as',2
'twist',1
'an',4
'catholic_faith',1
'catholics.one',1
'who_are',1
'himself',1
'followed',1
'seriously',1
'beliefs_of',1
'and_they',1
'compendium',2
'all_who',1
'easy',2
'introduction',2
'same',1
'concise_easy',1
'take_their',1
'must_have',1
'namely',1
'descriptions_of',1
'reading',1
'official',2
'church',1
'unique',1
'approval',2
'question_and',1
'overseeing',1
'introduction_written',1
'pope',1
'descriptions',1
'as_well',1
'chose',1
'there',1
'their_catholic',1
'unique_in',1
'twist_that',1
'be_unique',1
'overseeing_the',1
'same_person',1
'more',1
'delightful',1
'the_catechism',1
'begins',1
'and',5
'faith_seriously',1
'so_in',1
'use',1
'who',2
'father_followed',1
'accompanying',1
'to',2
'summary',1
'easy_and',1
'his',1
'even',1
'a_twist',1
'is_insightful',1
'so',1
'by_the',2
'rather',1
'holy',1
'this_is',1
'history_of',1
'and_answer',1
'charge_of',1
'this',1
'learn_more',1
'answer_format',1
'use_summary',1
'the_beliefs',1
'and_an',1
'and_engaging',1
'question',1
'introduction_by',1
'accompanying_artwork',1
'might',1
'artwork_artwork',1
'best',1
'by_cardinal',1
'the_compendium',2
'are',2
'artwork',2
'they_are',1
'the_catholic',1
'about_the',1
'the_same',1
'delightful_addendum',1
'the_question',1
'his_best',1
'by_an',1
'approval_by',1
'the_accompanying',1
'rather_delightful',1
'for',3
'those',1
'an_introduction',2
'of',6
'addendum',1
'they',1
'reading_while',1
'learn',1
'engaging',1
'official_approval',2
'is_an',1
'cardinal_ratzinger',2
'inspiring_this',1
'pope_benedict',1
'in_the',1
'as_for',1
'benedict_and',1
'while_the',1
'are_both',1
'charge',1
'curious',1
'benedict',2
'curious_to',1
'even_inspiring',1
'artwork_he',1
'to_use',1
'answer',1
'holy_father',1
'namely_joseph',1
'catholics.one_rather',1
'with',1
'an_official',2
'approval_written',1
'wonderfully_written',1
'the_project',1
'at_his',1
'summary_of',1
'church_the',1
'beliefs',1
'benedict_at',1
'all',1
'by_pope',1
'for_easy',1
'ratzinger_so',1
'of_the',3
'that_might',1
'seriously_as',1
'that',1
'followed_by',1
'chose_himself',1
'is_a',2
'a_wonderfully',1
'in_charge',1
'one_in',1
'insightful',1
'wonderfully',1
'one',1
'project_namely',1
'in_a',1
'makes_for',1
'might_be',1
'engaging_reading',1
'is',4
'both_the',1
'written',3
'in',3
'format',1
'makes',1
'addendum_the',1
'well',1
'take',1
'begins_with',1
'more_about',1
'the_holy',1
'of_catholic',1
'while',1
'himself_is',1
'inspiring',1
'he_chose',1
'cardinal',2
'who_take',1
'have_for',1
'pope\'s_descriptions',1
'faith',1
'ratzinger_and',1
'compendium_is',1
'for_those',1
'catechism',1
'format_makes',1
'with_an',1
'a',3
'ratzinger',2
'the_history',1
'well_as',1
'joseph',1
'the_one',1
'concise',1
'about',1
'have',1
'catholic_church',1
'catholic',3
'the_pope\'s',1
'both',1
'easy_to',1
'history',1
'project',1
'and_even',1
'the',13
'are_curious',1
'there_is',1
'their',1
'father',1
'a_must',1
'publishing_there',1
'insightful_and',1
'for_all',1
'#label#',5.0
'a_philosophy',1
'lower',1
'from',1
'explaination_from',1
'the_author',1
'enough',1
'an',1
'to_buy',1
'to',1
'from_the',1
'not_like',1
'the',1
'that_for',1
'explaination',1
'there_is',1
'like',1
'think_that',1
'not',2
'an_lower',1
'philosophy_class',1
'level_philosophy',1
'for',2
'for_a',1
'confused',1
'there',1
'i',3
'buy_this',1
'level',1
'course',1
'a',1
'had_to',1
'think',1
'class',1
'book_for',1
'class_i',1
'book',2
'course_there',1
'this',2
'this_book',2
'i_had',1
'do',1
'enough_explaination',1
'for_an',1
'i_think',1
'book_i',1
'not_enough',1
'like_this',1
'author',1
'i_do',1
'do_not',1
'is',1
'had',1
'that',1
'buy',1
'philosophy_course',1
'lower_level',1
'is_not',1
'philosophy',2
'#label#',1.0
'reading_this',1
'better_if',1
'at',2
'in',7
'psychology_and',1
'been',2
'call_this',1
'part',2
'point_of',1
'sad_without',1
'five',1
'would_have',2
'i_believe',1
'life_but',1
'suggested',1
'this_book',4
'and_situation',1
'book_left',1
'lead_to',1
'be',1
'at_one',1
'ten',1
'time',2
'and_psychotherapy',1
'again_at',1
'end_up',1
'as',2
'suggested_in',1
'arise_but',1
'believe',1
'far',1
'reduce_it',1
'the_issues',1
'issues_arise',1
'pathology_book',1
'certain',1
'how_you',1
'due_to',1
'one_point',1
'reduce',1
'this_type',1
'how',1
'but',3
'about_it',1
'book_as',1
'as_far',1
'and_over',1
'treatment_part',1
'up_with',1
'book_it',1
'in_time',1
'book_in',1
'five_stars',1
'left',1
'book_traumatized',1
'issues',3
'effective_treatment',1
'call',1
'me_so',1
'reading',1
'great',1
'i_was',1
'has_been',1
'improvement_in',1
'ten_years',1
'living',1
'what_you',1
'should',1
'part_and',1
'your_care',1
'i_remember',1
'retrospect',1
'there',1
'still',1
'a_hope',1
'to_a',1
'and_effective',1
'that_the',1
'at_the',1
'hope',1
'readers_should',1
'to_the',1
'a_realization',1
'point',1
'would_call',1
'important',1
'effective',2
'up',1
'why',1
'been_much',1
'four_stars',1
'as_understanding',1
'were_to',1
'time_and',1
'have_been',1
'situation_i',1
'treatment',1
'issues_i',1
'understand',2
'to',8
'of_life',1
'should_note',1
'calling',1
'over_again',1
'helps',1
'with_your',2
'i_had',1
'still_a',1
'again',1
'written_<num>',1
'life',2
'a_lead',1
'good_resource',1
'so',1
'understanding_your',1
'remember',1
'lead',1
'had_to',1
'understanding_it',1
'if_a',1
'recovery_book',1
'improvement',1
'this',6
'gap_in',1
'to_me',1
'ago_but',1
'hope_of',1
'sad',1
'arise',1
'stars_it',1
'part_i',1
'written_ten',1
'realization_of',1
'it_to',1
'book_over',1
'better',1
'stars_if',1
'to_reduce',1
'in_life',1
'association',1
'with_at',1
'the_time',1
'realization',1
'given',1
'and_there',1
'much_improvement',1
'been_better',1
'understand_how',1
'a_great',1
'stead',1
'in_this',1
'living_the',1
'effective_to',1
'was_not',1
'left_me',1
'of_book',1
'of',5
'a_book',1
'have_given',1
'were',1
'dealing',1
'pathology_part',1
'book',10
'me_it',1
'it_would',1
'solution',1
'me_in',1
'over',2
'what',1
'was',3
'more',1
'<num>',1
'your',3
'in_retrospect',1
'me',3
'and',5
'you',2
'much',1
'remember_reading',1
'life_what',1
'association_with',1
'it_helps',1
'stars',2
'in_stead',1
'it_this',1
'with',3
'more_important',1
'type',1
'retrospect_this',1
'the_solution',1
'is_more',1
'has',1
'understand_why',1
'good',1
'takers',1
'traumatized_me',1
'you_do',1
'type_of',1
'stead_of',1
'would',3
'had',2
'of_the',1
'is_still',1
'your_issues',1
'there_has',1
'that',1
'to_understand',2
'than',1
'care_takers',1
'had_pathology',1
'due',1
'do_about',1
'psychotherapy_i',1
'one',1
'great_book',1
'it_recovery',1
'in_a',1
'the',5
'far_as',1
'it',7
'is',2
'helps_to',1
'written',2
'was_dealing',1
'pathology',2
'without_a',1
'if',2
'but_in',2
'in_psychology',1
'important_than',1
'without',1
'calling_it',1
'resource_to',1
'over_and',1
'end',1
'four',1
'recovery',1
'believe_readers',1
'but_due',1
'dealing_with',1
'not_effective',1
'if_this',1
'why_certain',1
'note',1
'resource',1
'psychotherapy',1
'to_be',1
'readers',1
'<num>_years',1
'years',2
'you_end',1
'i_would',2
'traumatized',1
'i',6
'a',5
'it_is',2
'the_gap',1
'book_was',2
'time_i',1
'gap',1
'ago',2
'situation',1
'to_four',1
'not',1
'so_sad',1
'solution_suggested',1
'about',1
'understanding',2
'have',2
'ago_and',1
'this_were',1
'be_written',1
'than_understanding',1
'of_calling',1
'your_association',1
'book_pathology',1
'of_living',1
'care',1
'do',1
'years_ago',2
'psychology',1
'the_book',1
'given_five',1
'book_had',1
'was_written',1
'certain_issues',1
'note_that',1
'#label#',4.0
'thoroughly',1
'to_see',1
'helped_put',1
'as_the',1
'up_to',1
'been',1
'war_and',1
'man_thoroughly',1
'would_have',1
'election_goldwater',1
'this_book',1
'good_follow',1
'those_who',1
'ill-suited',1
'win-at-any-cost',1
'only_to',1
'as',2
'disaster',1
'an',1
'beared',1
'a_naive',1
'the_no-win/unwinnable',1
'protestors',1
'scheming',1
'ineptitude_and',1
'been_to',1
'viet_nam',1
'<num>',1
'over_the',1
'antiamercian',1
'goldwater_emerges',1
'preside_over',1
'preside',1
'unprincipled_win-at-any-cost',1
'who_lost',1
'up_against',1
'emerges_here',1
'claws_it',1
'crop_of',1
'the_scheming',1
'the_big',1
'to_interview',1
'drew_valuable',1
'<num>_emerged',1
'here',1
'emerges',1
'put',1
'the_man',1
'emerged',1
'in_<num>',1
'see',1
'and_claws',1
'lyndon',1
'follow_up',1
'all',1
'up',2
'fangs',1
'candidate_like',1
'had',1
'who',2
'white_house',1
'emerged_as',1
'have_been',1
'from_both',1
'naive_principled',1
'to',4
'man_who',1
'political',1
'back_in',1
'was_where',1
'beared_the',1
'big_winner',1
'war',1
'radical',1
'him',1
'both',1
'the_disaster',1
'no-win/unwinnable',1
'unleashed',1
'radical_antiamercian',1
'where',1
'like_lyndon',1
'protestors_it',1
'this',1
'campaign',1
'house_only',1
'principled',1
'claws',1
'from',1
'the_lbj',1
'the_crop',1
'nixon_drew',1
'antiamercian_protestors',1
'nam',1
'and_the',2
'unleashed_on',1
'campaign_was',1
'dick_nixon',1
'election',1
'book_would',1
'lbj_campaign',1
'where_liberalism',1
'interview_all',1
'system',1
'nam_war',1
'to_this',1
'it_unleashed',1
'white',1
'the_kennedy',1
'valuable_lessons',1
'dick',1
'both_goldwater\'s',1
'lyndon_johnson',1
'scheming_of',1
'johnson_dick',1
'on',1
'ineptitude',1
'those',1
'of',3
'put_lbj',1
'lost_in',1
'liberalism_beared',1
'ill-suited_to',1
'crop',1
'drew',1
'book',1
'over',1
'of_lbj',1
'kennedy',1
'was',1
'win-at-any-cost_candidate',1
'in_the',2
'principled_man',1
'american',1
'viet',1
'lbj_a',1
'lost',1
'big',1
'house',1
'and',3
'to_go',1
'helped',1
'man',2
'him_preside',1
'a_good',1
'good',1
'against',1
'disaster_of',1
'who_eagerly',1
'candidate',1
'would',1
'follow',1
'had_hidden',1
'of_the',1
'goldwater\'s_ineptitude',1
'unprincipled',1
'political_system',1
'goldwater',1
'see_him',1
'the_fangs',1
'on_the',1
'lessons_from',1
'as_a',1
'it',2
'in',3
'johnson',1
'like',1
'naive',1
'go_up',1
'valuable',1
'against_an',1
'hidden_in',1
'lbj',3
'fangs_and',1
'interview',1
'go',1
'eagerly',1
'it_had',1
'lessons',1
'liberalism',1
'a',2
'thoroughly_ill-suited',1
'kennedy_election',1
'eagerly_helped',1
'all_those',1
'here_as',1
'an_unprincipled',1
'the_american',1
'have',1
'back',1
'the_white',1
'lbj_back',1
'nixon',1
'only',1
'goldwater\'s',1
'of_radical',1
'the',11
'no-win/unwinnable_viet',1
'hidden',1
'american_political',1
'winner',1
'#label#',4.0
'i',1
'of',2
'humorously_with',1
'with_beautiful',1
'all_',1
'book_has',1
'i_highly',1
'of_all',1
'it_for',1
'we\'ve_been',1
'read',1
'children_it\'s',1
'every',2
'all_my',1
'illustrations_best',1
'told',1
'year_old',1
'month',1
'she',1
'recommended',1
'month_now',1
'an',1
'adults_and',1
'interesting',1
'of_it',1
'been_reading',1
'been',1
'my',1
'best',1
'mom',1
'a_month',1
'all',2
'for',2
'read_it',1
'story_told',1
'loves',1
'my_two',1
'humorously',1
'told_humorously',1
'every_night',2
'we_read',1
'for_a',1
'with',1
'year',1
'old',1
'amazingly_neither',1
'and_children',1
'now_we\'ve',1
'it_every',2
'a',1
'night',2
'tires',1
'two_year',1
'old_loves',1
'never_tires',1
'loves_it',1
'it_amazingly',1
'beautiful',1
'book',1
'this',1
'this_book',1
'reading_it',1
'illustrations',1
'now',1
'do',1
'do_i',1
'never',1
'beautiful_illustrations',1
'tires_of',1
'highly',1
'we',1
'we\'ve',1
'best_of',1
'she_never',1
'it\'s_an',1
'highly_recommended',1
'reading',1
'story',1
'has',1
'children',1
'neither_do',1
'two',1
'has_it',1
'an_interesting',1
'night_she',1
'it',5
'for_adults',1
'neither',1
'mom_we',1
'it_all',1
'it\'s',1
'interesting_story',1
'adults',1
'amazingly',1
'and',1
'#label#',2.0
'us',1
'of',4
'of_women',2
'women_as',2
'courage_in',1
'much_in',1
'is_vital',1
'we_all',1
'us_fulfill',1
'can_help',1
'women',2
'make',1
'the_charge',1
'wonderful_work',1
'leaders',2
'as',2
'in_need',1
'speaking',1
'to',2
'carry_',1
'work_can',1
'sidra\'s',1
'carry',1
'time',1
'positive_difference',1
'the_feminine',1
'can',1
'the',4
'balancing_the',1
'charge_we',1
'world_so',1
'difference_in',1
'all',1
'help_us',1
'need',1
'so',1
'feminine',1
'the_masculine',1
'with',1
'time_is',1
'work',1
'in_this',2
'a',2
'help',1
'in_sharing',1
'this_wonderful',1
'the_importance',1
'a_positive',1
'this_new',1
'need_of',1
'make_a',1
'to_a',1
'we',1
'all_carry',1
'this',3
'importance_of',2
'positive',1
'difference',1
'importance',2
'speaking_of',1
'world',2
'masculine_sidra\'s',1
'sidra\'s_courage',1
'as_leaders',2
'charge',1
'sharing_this',1
'balancing',1
'courage',1
'a_world',1
'much',1
'vital_to',1
'of_the',1
'so_much',1
'fulfill',1
'of_balancing',1
'vital',1
'fulfill_the',1
'wonderful',1
'leaders_in',1
'feminine_with',1
'is',1
'new',1
'in',4
'sharing',1
'masculine',1
'this_world',1
'new_time',1
'to_make',1
'with_the',1
'#label#',5.0
'i',1
'it_would',1
'learn',1
'on',1
'linux_significantly',1
'background_information',1
'it',1
'to',3
'provides',1
'book_largely',1
'useless',1
'example_the',1
'of',1
'built',1
'this',2
'be',1
'assist',1
'use_his',1
'system_call',1
'expectation',1
'linux',4
'for',5
'book_with',1
'to_learn',1
'an',1
'learning',1
'may_be',1
'expectation_that',1
'using',1
'opinion_includes',1
'my',1
'within_linux',1
'make',1
'for_example',1
'this_book',1
'spends_an',1
'me',1
'looking_to',1
'with_pascal',1
'significantly',1
'for_the',1
'book_provides',1
'opinion',1
'may',1
'ignores',1
'how',2
'assist_me',1
'own_assembly',1
'author',2
'assembly',3
'me_in',1
'poor_choice',1
'linux_the',1
'with_the',1
'minimal',1
'spends',1
'windows',1
'only_minimal',1
'chapter',1
'if_your',1
'windows_using',1
'the_linux',1
'example',1
'your',1
'minimal_background',1
'significantly_the',1
'assembly_for',2
'my_opinion',1
'book',4
'to_make',1
'chapter_dicussing',1
'make_system',1
'linux_user',1
'for_windows',1
'call',1
'nasm',1
'only',1
'in',2
'you',1
'assembly_tool',1
'if',1
'use',1
'however',1
'an_entire',1
'for_you',1
'lot_of',1
'pascal',1
'tool_built',1
'a_lot',1
'in_my',1
'lot',1
'dicussing_how',1
'information_for',1
'largely_ignores',1
'useless_background',1
'author_in',1
'to_use',1
'largely',1
'built_with',1
'on_linux',1
'background',2
'tool',1
'includes',1
'within',1
'entire',1
'of_useless',1
'that',1
'your_looking',1
'with',2
'that_it',1
'his_own',1
'would_assist',1
'user',1
'own',1
'for_linux',1
'a',1
'learn_assembly',1
'his',1
'nasm_this',1
'using_nasm',1
'ignores_how',1
'call_within',1
'book_for',1
'the_expectation',1
'the',7
'choice',1
'author_spends',1
'poor',1
'learning_assembly',1
'the_author',2
'includes_a',1
'the_book',3
'system',1
'provides_only',1
'i_bought',1
'you_however',1
'background_on',1
'information',1
'choice_for',1
'entire_chapter',1
'be_the',1
'looking',1
'dicussing',1
'linux_if',1
'would',1
'however_the',1
'bought_this',1
'how_to',2
'this_may',1
'in_learning',1
'bought',1
'#label#',1.0
'g',1
'the_last',1
'look',1
'know',1
'fact',1
'of',2
'potential',1
'the_rest',2
'this',1
'in_patriotic',1
'very',2
'until',1
'<num>_stars',1
'for',1
'of_mr',1
'tones',1
'tones_',1
'into',1
'life.........in_fact',1
'of_the',1
'in_hate',1
'mr',1
'was_excellent',1
'had_potential',1
'hate_',1
'good',1
'"ends".........don',1
'but_the',1
'in_slander',1
'in_lust',1
'life',1
'good_"read"',1
'while',1
'how',1
'write',1
'man',1
'up_the',1
'potential_for',1
'cleavers',1
'for_<num>',1
'but',1
'until_the',1
'was_a',1
'fact_i',1
'it_"ends".........don',1
'"read"_',1
'words_why',1
'put',1
'book',1
'to_look',1
'had',1
'i_write',1
'to_know',1
'can\'t_put',1
'know_how',1
'excellent',1
'showing',1
'why',1
'love',1
'this_',1
'complex_man',1
'it',1
'chapters..........i',1
'lust',1
'troubled',1
'in',6
'write_this',1
'have',2
'have_to',2
'put_into',1
'into_words',1
'why_i',1
'slander_',1
'troubled_while',1
'rest_of',2
'last',1
'look_up',1
'up',1
'complex',1
'while_he',1
'mr_cleavers',1
'he',1
'rest',2
'stars',1
'last_<num>',1
'to',2
'in_life.........in',1
'lust_',1
'hate',1
'very_complex',1
'life.........in',1
'a_very',2
'<num>',2
'wrote',1
'very_good',1
'i',3
'"ends".........don_g',1
'book_was',1
'a',2
'can\'t',1
'words',1
'patriotic',1
'life_',1
'how_it',1
'chapters..........i_can\'t',1
'the',4
'love_',1
'<num>_chapters..........i',1
'i_have',2
'the_book',1
'excellent_',1
'cleavers_life',1
'showing_a',1
'slander',1
'was',2
'patriotic_tones',1
'he_wrote',1
'wrote_',1
'"read"',1
'man_',1
'in_love',1
'#label#',4.0
'then_aggravated',1
'of',20
'plenty',1
'struggles_of',1
'rather_than',1
'the_"fall"',1
'information_to',1
'reach.collins',1
'the_western',2
'decline_extending',1
'as_mainly',1
'by',2
'pressure_with',1
'strong_narrative',1
'acted_or',1
'not_to',1
'sources_and',1
'period_the',1
'underlying_structures',2
'be',3
'mounting',1
'written',1
'extending',1
'western_roman',2
'as',2
'to_about',1
'an',1
'as_the',1
'said_for',1
'aggravated',1
'late_antiquity',1
'to_assist',1
'terms_of',1
'"fall"',1
'much_to',1
'themselves_the',1
'terms',1
'are',2
'deeper',1
'were',1
'of_a',1
'roman_empire',2
'in_terms',1
'state_did',1
'similarly',1
'about',3
'intelligent',1
'of_the',11
'for_this',1
'problems',1
'notion',1
'by_said',1
'the',28
'it',2
'a_bit',1
'frustrating',1
'result',1
'i_enjoyed',1
'course',1
'of_information',1
'themselves',1
'clear_narrative',1
'underlying',4
'teleological',1
'a_clear',1
'laid_out',1
'structures_of',1
'just_out',1
'to_have',1
'yes',1
'from_late',1
'about_the',1
'imperial',1
'than_a',1
'be_said',1
'still_there',1
'mainly',1
'enjoyed',1
'suggests_that',1
'seems',1
'of_how',1
'to_be',2
'how',1
'that_state',1
'societies_a',1
'in_a',1
'bit_frustrating',1
'transition_from',1
'actually_facing',1
'scepticism',1
'in_the',2
'characterisation',1
'military_pressure',1
'long-term_demographic',1
'though_i',1
'have',3
'lost',1
'300ad',1
'an_underlying',1
'another_<num>',1
'also',1
'found_the',1
'a_useful',1
'"should"',1
'available_written',1
'story',1
'strong',1
'750ad_suggests',1
'sources',1
'period_are',1
'decline_of',1
'"fall"_of',1
'various_choices',1
'over-impressed',1
'said',2
'seen_to',1
'did_survive',1
'military',2
'300ad_to',1
'first_the',1
'the_carolingian',1
'central_drama',1
'about_750ad',1
'of_reach.collins',1
'(changing)',1
'the_survival',1
'territory_in',1
'economic',1
'pressure',1
'are_major',1
'the_disappearance',1
'from_about',1
'made',1
'how_they',1
'the_way',1
'choices',1
'various',1
'good_narrative',1
'and_there',1
'seems_a',1
'though',1
'first',1
'the_result',1
'drama_of',1
'better_sense',1
'central',1
'consideration_of',1
'eastern',1
'have_acted',2
'roman',3
'the_capping',1
'result_of',1
'the_available',1
'informative',1
'army',1
'consisting_in',1
'assist',1
'drama',1
'<num>',1
'that_these',1
'the_political',1
'lack_of',1
'suggests',1
'to_say',1
'actors_in',1
'them_rather',1
'then_the',1
'to_the',1
'problems_actually',1
'with_most',1
'collins_analysed',1
'reach.collins_sees',1
'major',1
'a_good',1
'clear',1
'for',2
'this',1
'the_transition',1
'seemed',1
'and_military',1
'and_decline',1
'results_of',1
'consideration',1
'half',1
'its_own',1
'causes',1
'and_economic',1
'and',7
'way',1
'from',2
'of_consideration',1
'own_territory',1
'analysed_historical',1
'underlying_story',1
'underlying_causes',1
'may',1
'long-term',1
'political',1
'the_intelligent',1
'evidence_of',1
'intelligent_scepticism',1
'medieval',1
'this_characterisation',1
'than_some',1
'they',2
'under',1
'are_laid',1
'history_of',1
'then',2
'them',1
'information',1
'antiquity',1
'its',1
'capping',1
'good',1
'collins_seems',1
'characterisation_however',1
'the_problems',1
'little',1
'by_the',1
'yes_that',1
'acted_found',1
'a_little',1
'but_it',1
'better',1
'another',1
'rise_and',1
'disappearance',1
'realise',1
'seemed_to',1
'major_evidence',1
'deeper_underlying',1
'little_over-impressed',1
'demographic',1
'the_evidence',1
'that',2
'disappearance_of',1
'plenty_of',1
'than',2
'said_authority',1
'there_seemed',1
'survive',1
'demographic_and',1
'rather',1
'(p.98).',1
'these_processes',1
'similarly_collins',1
'not',1
'in_building',1
'they_may',1
'however',1
'most_of',1
'particularly_the',1
'however_the',1
'collins',2
'the_central',1
'economic_decline',1
'laid',1
'have_then',1
'survival_of',1
'also_lost',1
'650-710ad.which',1
'empire_(p.98).',1
'causes_which',1
'period',4
'the_rise',1
'out_of',1
'with',1
'a_better',1
'way_collins',1
'most',1
'of_deeper',1
'of_(changing)',1
'much',1
'empire_as',1
'late',1
'state',1
'or_be',1
'useful',1
'is_other',1
'processes',1
'sense',1
'processes_were',1
'for_another',1
'particularly',1
'i_realise',1
'years_but',1
'actually',1
'(changing)_societies',1
'consisting',1
'authority_under',1
'the_lack',1
'actors',1
'to',7
'choices_made',1
'results',1
'may_of',1
'but',1
'the_underlying',2
'narrative',3
'decline',2
'about_300ad',1
'and_informative',1
'found',1
'(p.98)._yes',1
'out_in',1
'is_much',1
'story_just',1
'difficulties_still',1
'and_the',1
'did',1
'were_themselves',1
'sense_of',1
'made_by',1
'empire',3
'notion_of',1
'mainly_consisting',1
'there_are',1
'survive_for',1
'remaining_there',1
'evidence',2
'mounting_military',1
'is_plenty',1
'acted',2
'imperial_authority',1
'650-710ad.which_is',1
'or',1
'military_struggles',1
'some',1
'analysed',1
'period_650-710ad.which',1
'years',1
'western',2
'remaining',1
'evidence_difficulties',1
'say_it',1
'which_they',1
'history',1
'they_"should"',1
'eastern_roman',1
'building_a',1
'historical',1
'750ad',1
'the_period',4
'sees_the',1
'enjoyed_the',1
'these',1
'army_and',1
'own',1
'it_also',1
'be_seen',1
'say',1
'antiquity_to',1
'struggles',1
'there',4
'carolingian_empire',1
'transition',1
'scepticism_about',1
'other',1
'book',1
'the_medieval',1
'political_and',1
'out',2
'is_not',1
'"should"_have',1
'difficulties',1
'<num>_years',1
'societies',1
'be_an',1
'which',1
'of_various',1
'facing_them',1
'roman_army',1
'territory',1
'assist_in',1
'empire_and',1
'narrative_particularly',1
'useful_and',1
'is',4
'in',5
'written_sources',1
'survival',1
'available',1
'it_is',1
'building',1
'facing',1
'the_results',1
'bit',1
'authority_as',1
'extending_from',1
'there_is',2
'rise',1
'carolingian',1
'just',1
'narrative_history',1
'structures',2
'i',2
'aggravated_similarly',1
'a',7
'sees',1
'over-impressed_by',1
'seen',1
'medieval_i',1
'structures_remaining',1
'and_then',1
'capping_imperial',1
'half_its',1
'frustrating_though',1
'lost_half',1
'realise_there',1
'other_than',1
'some_teleological',1
'lack',1
'of_course',1
'the_first',1
'still',1
'book_the',1
'the_eastern',1
'under_mounting',1
'teleological_notion',1
'a_long-term',1
'historical_actors',1
'informative_book',1
'course_have',1
'authority',2
'#label#',4.0
'write',2
'by',1
'so',2
'loose_ends',1
'the_style',1
'one',3
'jacket_and',1
'shouldered',1
'trying',1
'who_is',1
'open_mind',1
'someone_recommend',1
'and_that',1
'end',1
'none',1
'really',1
'thing_i',1
'be',1
'june',1
'house',2
'different_ways',1
'out_whole',1
'takes_place',2
'to_in',1
'at',2
'as',3
'an_open',1
'an',1
'does_seem',1
'beauty',1
'of_focus',1
'a_mealy',1
'pieces',1
'extent_but',1
'word',2
'place',2
'been',1
'different_visions',1
'didn\'t_see',1
'issues_she',1
'think_eileen',1
'confusing',2
'be_confusing',1
'been_restated',1
'but',2
'very',3
'what_or',1
'with_narrative',1
'of_a',1
'unusual',1
'discussion_indeed',1
'poetry_just',1
'whole',2
'the',12
'you_is',1
'in_her',1
'<num>_approaches',1
'tie',1
'life_of',1
'life',2
'want_to',2
'wants',1
'of_the',2
'unfortunately',1
'fun_read',1
'with_<num>',1
'definitely_two',1
'another',1
'see_things',1
'ever_resolved',1
'her_own',1
'you_didn\'t',1
'a',14
'narrative',1
'for_interpretation',1
'bow_to',1
'outspoken_and',1
'cement',1
'don\'t_merge',1
'it\'s_brave',1
'that_made',1
'look_elsewhere',1
'is_very',2
'these_<num>',1
'eileen',4
'ways_with',1
'the_loose',1
'quite_that',1
'you_can',1
'out_ever',1
'a_whole',1
'<num>_different',2
'keep',1
'reign',1
'another_who',1
'definitely',1
'love',1
'it_merges',1
'is_a',1
'house_and',1
'how',1
'once',1
'unusual_it\'s',1
'well',1
'merge',1
'none_of',1
'paint_spattered',1
'to_say',2
'free_reign',1
'same',1
'rules_are',1
'cool',1
'one_of',1
'by_someone',1
'take_it',1
'all_the',1
'institutions_referred',1
'well_i',1
'merge_at',1
'our_members',1
'paint',1
'you_want',1
'on_issues',1
'pushover',1
'favor',1
'merges_dialogues',1
'to_look',1
'when_the',1
'strong',1
'character',1
'allows',1
'in_favor',1
'with_a',3
'wall_by',1
'word_a',1
'end_with',1
'whole_lot',1
'resolved_and',1
'on_a',1
'mother_a',1
'then_take',1
'strong_square',1
'daughter_free',1
'fun',1
'they_don\'t',1
'are_broken',1
'is_one',1
'keeps_her',1
'if_you\'re',1
'mind',1
'of_eileen',1
'very_pretentious',1
'that_what',1
'made',1
'hard',1
'lively_discussion',1
'who',4
'pretentious',1
'book_it',1
'book_is',1
'hard_but',1
'or_so',1
'our',1
'a_smile',1
'mealy',1
'look',2
'allows_her',1
'is_trying',1
'disappointed',1
'first',2
'it_does',1
'read_you',1
'&quot;formula&quot;_i',1
'cement_wall',1
'second',1
'care_a',1
'ways',1
'first_takes',1
'approaches_are',1
'art',1
'her_daughter',1
'heard_someone',1
'are',3
'i_was',1
'actually_knows',1
'style',1
'knows',1
'to_tie',1
'to_leave',1
'<num>',3
'i_have',1
'own_life',1
'mental',1
'unfortunately_none',1
'brave_it\'s',1
'book',5
'myles_&quot;autobiographical&quot;',1
'whole_pieces',1
'in_<num>',1
'her',4
'room',1
'up_all',1
'myles_as',1
'pushover_who',1
'focus',1
'family',1
'down',1
'her_mother',1
'who_didn\'t',2
'for',5
'i_can',1
'child',1
'maybe',1
'keeps',1
'this',6
'a_kind',1
'book_that',1
'you_might',1
'can_say',1
'at_first',1
'leave',1
'life_what',1
'eileen_myles',4
'reminded_me',1
'interpretation',1
'distinct_sections',1
'these',1
'leaves',1
'is_like',1
'read_eileen',1
'and',11
'from',1
'to_another',1
'myles_went',1
'was',1
'cleaver_with',1
'plot_line',1
'focussed',1
'has_been',1
'don\'t_think',1
'is_unusual',1
'shut_when',1
'someone_who',1
'ever',2
'things',1
'but_maybe',1
'can_be',1
'you_will',1
'visions',1
'extent',1
'has',1
'she_wants',1
'all',1
'takes',2
'bookgroup',1
'favor_of',1
'me_of',1
'can',3
'in_fact',1
'they',1
'and_love',1
'discussion',2
'was_disappointed',1
